Season,Round,Date,Day,Kickoff,Home Team,Away Team,Venue,Weather Summary,Temperature (°C),Rain (mm),Home Goals,Home Points,Home Total,Away Goals,Away Points,Away Total,Home Team Media Mentions,Away Team Media Mentions,Home team self assessment,Away team self assessment,Home team external assessment,Away team external assessment,Home team injuries (num),Away team injuries (num),Home team injuries,Away team injuries,Field Relative Preparation,Pollen count,Air quality,Random Column
2021,7,1/05/2021,Saturday,1/05/2021 19:25,Ironclad Bulldogs,Eastern Falcons,"Foundry Oval (Ironclad, VIC)",Sunny,12,3.3,6,4,40,10,8,68,1,1,4.581340279,4.05786046,23.82462136,59.16303285,0,0,N,F,-5.413282647,-0.01487649,0.23584934,-458.3931141
2021,7,2/05/2021,Sunday,2/05/2021 13:10,Northern Range Roos,Silver Creek Hawks,Summit Park,Partly Cloudy,27.7,1.3,13,6,84,11,14,80,1,4,5.311434874,6.134391274,55.53169674,62.49233778,1,0,Yes,NO,-17.69816113,0.145962071,0.212176798,-33.40269111
2021,7,2/05/2021,Sunday,2/05/2021 15:20,Desert Plains Dingoes,Outback Eagles,Red Dust Park,Light Showers,19.5,2.2,12,4,76,7,8,50,0,0,1.582357184,6.522624196,46.51980833,14.59092943,0,0,FALSE,NO,-11.28788101,0.484935941,0.120161414,171.5146846
2021,7,2/05/2021,Sunday,2/05/2021 17:10,Capital Comets,Highlands Power,Galaxy Oval,Light Showers,20,2.3,10,6,-66,12,8,80,2,0,4.217880966,5.789012517,38.37795289,46.45552249,0,0,No,N,3.286397098,0.347428812,0.759425225,-264.4502017
2021,7,2/05/2021,Sunday,2/05/2021 19:00,Port Sovereign Pirates,Redwood Devils,"Sovereign Harbour (Port Sovereign, SA)",Overcast,13.4,3.5,10,12,72,10,7,67,0,2,4.537362635,4.866538002,36.52429939,29.16881072,0,0,FALSE,No,0.094157954,0.081940825,0.903636815,-2.503537614
2021,8,7/05/2021,Friday,7/05/2021 19:20,Mountview Miners,Coastal Bay Sharks,"Ironpit Stadium (Mountview, WA)",Overcast,25.4,1.4,9,11,65,6,5,41,2,0,5.853885081,4.247978287,50.40506913,51.41293343,2,1,Yes,Y,-20.80862473,0.762416286,0.614157381,191.2863715
2021,8,8/05/2021,Saturday,8/05/2021 13:45,Harbour Saints,Riverland Rams,"Cathedral Park (Harbour City, NSW)",Drizzle,24,1.8,21,8,134,12,6,-78,5,4,4.276516929,6.18479238,78.13942661,51.27609755,3,2,T,T,-11.44672344,0.49102217,0.607409505,514.9403769
2021,8,8/05/2021,Saturday,8/05/2021 15:20,Southern Mariners,Sunvale Scorchers,"Seagate Oval (Southport, TAS)",Light Showers,26.2,2.7,9,4,58,9,6,60,1,6,7.728604411,4.078103493,52.44997284,60.30309579,1,0,Y,No,-8.49395113,0.201678624,1.005972597,-56.8580511
2021,8,8/05/2021,Saturday,8/05/2021 17:40,Ironclad Bulldogs,Central City Titans,Foundry Oval,Light Showers,20.5,3.1,5,3,33,5,4,34,0,0,5.660932631,5.011003688,42.9814764,66.05607581,1,0,YES,FALSE,-5.344237284,0.204837735,0.157250734,-92.40172832
2021,8,8/05/2021,Saturday,8/05/2021 19:25,Western Thunderhawks,Silver Creek Hawks,"Stormfield Arena (Westbridge, WA)",Sunny,10.1,2.3,19,8,122,10,13,73,0,5,3.11230442,6.4588097,46.76458434,44.36837799,1,0,TRUE,F,3.490924344,0.935212278,0.435929875,411.934142
2021,8,9/05/2021,Sunday,9/05/2021 13:10,Desert Plains Dingoes,Eastern Falcons,"Red Dust Park (Alice Springs, NT)",Drizzle,19.9,3.5,10,3,63,11,8,74,0,3,3.867721137,6.092730567,41.6589106,59.11121352,1,0,T,F,8.825815456,0.431564091,0.247306543,-185.7125235
2021,8,9/05/2021,Sunday,9/05/2021 15:20,Northern Range Roos,Highlands Power,Summit Park,Sunny,13.2,3.8,8,4,52,14,8,92,1,4,6.630156381,4.175797484,49.12652126,48.55967738,1,0,Y,N,19.85042945,0.185809157,0.013211371,-442.2675827
2021,8,9/05/2021,Sunday,9/05/2021 17:10,Port Sovereign Pirates,Outback Eagles,"Sovereign Harbour (Port Sovereign, SA)",Light showers,14.3,3.7,10,11,71,7,8,50,5,1,7.231000896,5.232778753,51.56585599,44.08586712,0,0,No,NO,33.88560681,0.258061626,0.945331833,223.4025833
2021,8,9/05/2021,Sunday,9/05/2021 19:00,Capital Comets,Redwood Devils,"Galaxy Oval (Capital City, ACT)",Overcast,21.8,1.7,13,6,84,9,6,60,1,1,6.836802107,4.846237696,63.31237195,46.20327721,0,0,No,NO,-5.25215234,0.321517793,0.850060204,127.3238048
2021,9,14/05/2021,Friday,14/05/2021 19:20,Coastal Bay Sharks,Harbour Saints,"Oceanview Oval (Coastal Bay, VIC)",Sunny,19.8,4.8,4,3,27,17,5,107,1,5,4.993067429,2.105257526,64.63585781,23.07949831,1,0,Yes,NO,23.85851767,0.22975993,0.949009892,-837.5034222
2021,9,15/05/2021,Saturday,15/05/2021 13:45,Mountview Miners,Sunvale Scorchers,Ironpit Stadium,Drizzle,14.4,2.6,9,10,64,10,7,67,0,3,4.956628356,3.785295356,67.26569691,41.10718497,1,0,TRUE,FALSE,6.931858939,0.816129644,0.56540306,1.158250995
2021,9,15/05/2021,Saturday,15/05/2021 15:20,Ironclad Bulldogs,Riverland Rams,"Foundry Oval (Ironclad, VIC)",Drizzle,27.6,3.4,9,5,59,11,6,72,3,2,1.908834098,4.150908687,61.43730903,37.19575378,1,0,YES,No,-18.76952409,0.181990694,0.252984541,-203.9963816
2021,9,15/05/2021,Saturday,15/05/2021 17:40,Southern Mariners,Silver Creek Hawks,"Seagate Oval (Southport, TAS)",Overcast,24.3,25,10,4,64,8,10,58,0,2,4.905857855,5.827744654,64.32554297,48.7859739,0,1,N,Yes,15.24867729,0.078432285,0.906791403,89.89502414
2021,9,15/05/2021,Saturday,15/05/2021 19:25,Desert Plains Dingoes,Central City Titans,"Red Dust Park (Alice Springs, NT)",Drizzle,21.6,3.4,8,3,51,6,4,40,5,0,4.190436393,5.636610737,58.87484304,52.60618205,0,0,N,NO,-16.23670597,0.520942402,0.064611259,93.52964095
2021,9,16/05/2021,Sunday,16/05/2021 13:10,Western Thunderhawks,Highlands Power,"Stormfield Arena (Westbridge, WA)",Light showers,23,2.9,15,7,97,14,8,92,2,1,4.850938352,4.913901069,31.76543451,59.14492431,0,0,No,NO,3.247274782,0.819003733,0.396688937,-5.062885494
2021,9,16/05/2021,Sunday,16/05/2021 15:20,Pt. Sovereign Pirates,Eastern Falcons,Sovereign Harbour,Overcast,20.3,25,10,11,71,12,10,82,0,0,5.458144882,5.875389346,71.28610462,23.51152776,1,1,Yes,YES,0.254929345,0.385511506,1.067953102,-153.8191346
2021,9,16/05/2021,Sunday,16/05/2021 17:10,Northern Range Roos,Redwood Devils,"Summit Park (Northridge, NSW)",Drizzle,26.5,2.7,11,5,71,11,7,73,2,6,5.214210085,4.378361109,36.96625125,55.08369813,0,1,FALSE,TRUE,29.2881245,0.177703819,0.237512633,-124.1776394
2021,9,16/05/2021,Sunday,16/05/2021 19:00,Capital Comets,Outback Eagles,Galaxy Oval,Overcast,23.5,2.4,12,6,78,6,7,43,6,3,6.178129034,3.215827755,14.01087393,50.74738754,1,0,T,N,-4.540337341,0.153195831,0.974764033,324.1141012
2021,10,21/05/2021,Friday,21/05/2021 19:20,Sunvale Scorchers,Coastal Bay Sharks,"Heatwave Arena (Sunvale, QLD)",Drizzle,27.4,2.8,11,8,74,7,4,46,1,1,4.823809517,4.238639929,42.87852886,54.24894175,1,1,YES,Yes,-17.08324407,0.614031098,0.724388042,204.9053302
2021,10,22/05/2021,Saturday,22/05/2021 13:45,Ironclad Bulldogs,Harbour Saints,Foundry Oval,Overcast,27.6,2.3,6,4,40,17,6,108,0,1,4.175845028,1.56544997,65.81720552,43.90678698,0,2,FALSE,Yes,17.87661472,0.008045022,0.220652192,-734.2710161
2021,10,22/05/2021,Saturday,22/05/2021 15:20,Mountview Miners,Silver Creek Hawks,"Ironpit Stadium (Mountview, WA)",Sunny,15.7,2,9,11,65,9,12,-66,0,0,2.396587169,3.680738439,38.50549332,57.00883461,0,1,No,Y,-20.98185666,0.536601502,0.438296024,-10.95644728
2021,10,22/05/2021,Saturday,22/05/2021 17:40,Desert Plains Dingos,Riverland Rams,"Red Dust Park (Alice Springs, NT)",Partly cloudy,20,2.7,13,5,83,13,6,-84,0,5,5.133842349,3.806605254,70.65450954,41.29658871,1,0,Yes,F,8.171905304,0.298630876,0.147080004,-95.90339693
2021,10,22/05/2021,Saturday,22/05/2021 19:25,Southern Mariners,Highlands Power,"Seagate Oval (Southport, TAS)",Drizzle,11.7,2.9,6,3,39,11,7,73,0,0,4.063427617,6.603903394,46.79416061,28.2535391,0,0,NO,F,-6.762451434,0.166198453,0.815626246,-374.123876
2021,10,23/05/2021,Sunday,23/05/2021 13:10,Pt. Sovereign Pirates,Central City Titans,Sovereign Harbour,Drizzle,16.5,1.6,9,11,65,8,6,54,0,2,6.170529738,2.701545839,44.16960631,74.37544837,0,0,N,No,-0.887908517,0.397854666,1.172301681,-8.818195209
2021,10,23/05/2021,Sunday,23/05/2021 15:20,Western Thunderhawks,Redwood Devils,Stormfield Arena,Partly Cloudy,23.3,1.5,18,9,117,11,7,73,0,0,5.23316655,5.94819532,41.45890479,76.78414969,0,0,FALSE,No,18.36682659,0.864515661,0.56317034,471.2711339
2021,10,23/05/2021,Sunday,23/05/2021 17:10,Capital Comets,Eastern Falcons,"Galaxy Oval (Capital City, ACT)",Sunny,12.5,2.9,11,5,71,10,8,68,4,2,3.042128239,5.327809809,58.18912202,21.52580745,0,0,NO,F,-13.27687301,0.042200384,0.850897064,-69.86679254
